## This file consists of events with 2 jets ##
## px(j1), py(j1), pz(j1), E(j1), px(j2), py(j2), pz(j2), E(j2)##
 1.53613, 38.3085, -16.8327, 42.1392, -11.9199, -32.0229, -1364.67, 1365.12
 84.6349, 123.008, 964.591, 976.201, -15.907, -87.6041, 91.8388, 129.673
 52.367, 111.112, -9.6026, 124.528, -29.6883, 55.8443, -13.1563, 67.4333
 13.1034, -164.742, -1412.77, 1422.47, 6.59403, 134.52, -293.777, 325.007
 -33.8129, -185.403, -150.137, 242.253, 34.6397, 142.445, -34.1102, 152.637
 -160.823, -68.3826, -99.8682, 205.105, 135.613, 57.9425, -111.454, 186.244
 206.88, 16.6807, -678.996, 710.55, -170.43, -27.5786, -255.942, 310.147
 -174.256, -26.0013, -65.7621, 190.285, 145.892, 15.6169, -54.2285, 158.497
 -183.955, 84.2501, -229.507, 307.543, 172.516, -34.7177, -551.176, 579.051
 30.1981, -98.3851, 142.685, 176.478, 5.17472, 73.6661, 824.262, 827.625
 27.6446, 168.178, -610.995, 635.029, -76.2381, -148.208, -1152.53, 1164.69
 194.716, 55.5714, 374.264, 426.77, -155.267, -38.1936, 361.464, 398.841
 -72.6938, 124.126, 1607.32, 1613.87, 52.2544, -132.468, 337.104, 367.902
 -154.742, 31.048, 580.748, 602.7, 150.635, -43.0298, 164.688, 230.606
 158.16, 13.7796, -384.965, 416.815, -149.573, 2.25261, -52.3762, 160.753
 -61.7739, 162.73, -119.583, 212.99, 24.462, -27.7599, -372.155, 374.033
 39.9077, 170.945, -10.4973, 177.412, -18.8643, -164.067, -262.443, 310.89
 -122.807, 128.351, -422.162, 458.144, 80.5948, -99.079, -361.937, 385.309
 -103.526, -103.462, 1054.08, 1064.42, 95.4059, 74.9366, 145.148, 190.322
 67.7649, -126.984, -169.244, 223.141, -53.5528, 109.367, 68.161, 141.118
 -155.133, 108.263, -272.266, 332.009, 147.192, -75.4798, -206.259, 265.13
 56.0517, 93.1872, -227.695, 253.091, -61.3406, -79.8292, 67.1395, 121.319
 -125.427, 173.146, -374.008, 436.201, 126.59, -157.043, -946.611, 968.988
 -99.0261, -159.202, 100.316, 215.719, 72.7342, 104.417, 180.7, 221.379
 -66.6411, -162.515, 166.131, 242.432, 37.3535, 171.351, 83.4378, 195.128
 -133.244, -173.851, 326.557, 394.797, 115.634, 2.87747, -108.284, 160.362
 64.6777, -63.3995, -933.822, 938.38, -8.87408, 50.7221, -3.18398, 51.8087
 -173.324, 93.9391, 201.883, 283.338, 157.519, -98.9561, 68.0877, 199.458
 -40.998, 188.81, -380.995, 429.614, 22.3973, -168.166, -645.899, 668.35
 83.9031, -210.629, -36.5172, 230.106, -96.758, 64.4819, -887.309, 894.956
 -182.161, 31.6085, 779.82, 801.849, 180.627, -25.7623, 837.62, 857.789
 174.991, -53.9122, 228.88, 294.863, -171.31, 48.1754, 383.325, 423.402
 -175.272, 15.071, 315.784, 362.336, 173.682, -2.43638, 477.138, 509.115
 11.8401, 75.3968, 332.471, 341.347, 19.5695, -32.0972, -40.1846, 55.386
 30.7201, 184.709, -183.108, 262.646, -40.5681, -77.5215, -76.8643, 116.498
 186.929, -25.1102, -417.04, 459.309, -185.699, -10.2952, -202.124, 275.71
 124.781, 137.978, -131.938, 228.438, -99.9268, -138.949, 59.7836, 183.271
 -11.0232, 189.087, 570.638, 601.754, 33.9903, -161.833, 314.313, 355.495
 131.928, -118.452, 291.269, 341.428, -105.038, 104.852, 184.195, 237.83
 6.42839, 168.994, -1067.2, 1080.89, 3.07001, -147.455, -338.434, 369.552
 110.38, 174.564, 70.2742, 219.601, -99.384, -137.245, 12.5267, 173.024
 -62.6151, -103.005, 241.229, 270.258, 62.2364, 86.26, -82.7267, 135.301
 -126.146, 5.70018, -32.8415, 134.224, 122.726, 1.78492, 146.866, 192.128
 -191.373, -74.4521, 678.499, 711.354, 165.758, 71.1662, 491.693, 525.772
 123.07, -111.984, -82.1937, 186.102, -112.691, 98.5843, 75.4698, 170.186
 34.8377, -146.618, 124.233, 196.439, -12.9189, 127.55, -11.9433, 134.846
 -1.07475, 132.794, 175.034, 220.907, -2.20325, -71.7391, -111.654, 133.251
 -110.342, 71.162, -310.066, 337.999, 112.998, -35.62, 26.229, 123.28
 -1.60838, -114.193, 802.719, 811.178, 23.9663, 104.931, 111.56, 158.492
 191.331, 96.0674, 473.74, 520.312, -126.543, -120.732, 524.467, 553.727
 -117.35, -92.5737, -189.643, 242.144, 101.413, 90.319, -70.528, 156.766
 175.779, -15.3908, -1.48506, 177.767, -155.831, 8.53838, 148.017, 217.335
 28.1061, -52.2022, 204.592, 213.23, -22.8386, 12.3241, -12.9636, 29.2252
 -146.185, 72.6677, 399.858, 432.498, 129.316, -74.7026, 24.4949, 151.786
 -86.4845, 159.814, -238.273, 302.046, 84.5481, -160.527, -395.335, 435.413
 96.8002, 131.129, 931.346, 945.945, -84.5957, -128.66, 413.912, 442.559
 -193.156, 27.8035, 403.673, 448.98, 170.318, -15.2904, 180.562, 251.164
 71.6996, 161.659, 1339.87, 1351.78, -25.7827, -145.566, 551.63, 571.694
 52.0929, -26.2197, -454.146, 458.006, -32.3557, 23.2479, -15.5081, 42.8155
 -71.5919, 22.5929, -41.4512, 85.979, 66.8274, -24.6703, -553.46, 558.198
 203.346, -19.9383, -664.45, 695.388, -181.567, 28.8336, -536.104, 567.25
 53.8547, -11.5092, 87.9784, 103.991, -26.1348, 5.732, -265.557, 266.98
 -35.1207, -28.898, 205.609, 210.804, 24.7064, 4.57231, -194.331, 195.982
 -54.1531, -1.39368, 195.389, 203.254, 47.6385, -0.069983, -99.8606, 111.382
 0.116212, -174.342, 882.778, 900.118, -20.0489, 166.239, 422.34, 454.763
 160.326, -134.439, 848.804, 874.437, -37.7197, -9.17518, 241.523, 244.625
 -14.8239, -123.711, 12.8309, 126.596, 31.1755, 119.488, 346.133, 367.845
 166.272, 6.12635, 391.028, 425.374, -126.308, -12.7472, 77.2174, 149.157
 32.6184, -195.105, -677.1, 705.648, -24.0315, 171.859, -483.018, 513.953
 50.5621, 114.122, -315.339, 339.501, -53.4072, -104.578, 30.007, 121.744
 -151.062, 16.1868, -198.041, 252.694, 62.9719, -37.9702, -385.034, 392.294
 -159.979, 28.4021, 157.588, 233.785, 155.912, -7.25207, 3.59493, 156.823
 -2.0407, 153.715, -247.977, 292.846, 12.3018, -142.064, -39.4168, 153.921
 -158.724, -103.312, -305.072, 360.274, 140.61, 91.4402, -71.3236, 184.15
 50.4906, 142.839, -79.6157, 172.852, -8.45401, -139.929, 45.2549, 148.949
 -3.01101, 65.3911, 29.054, 73.2714, -22.4298, -44.7193, 353.81, 357.382
 145.657, 76.4679, -317.226, 357.569, 29.017, 15.4424, 66.183, 74.337
 157.121, -15.6271, 288.1, 329.11, -139.843, 32.1445, 16.5344, 145.352
 98.9805, -106.084, 301.928, 336.895, -75.7657, 118.681, 1456.28, 1463.18
 -98.847, 23.7528, -608.804, 617.869, 73.3866, -43.9974, 4.35688, 86.4116
 -96.2584, -127.656, 669.997, 688.87, 50.4888, 85.1522, 41.6824, 107.487
 6.92039, 56.71, -90.542, 108.407, 10.7343, -41.3647, -2079.14, 2079.62
 148.195, 81.5766, 826.669, 844.038, -139.281, -77.8205, 225.342, 276.796
 162.453, -37.3555, 209.62, 271.454, -158.023, 28.7286, 483.836, 510.333
 -153.037, -159.348, 184.502, 288.254, 160.593, 129.905, 119.129, 244.731
 -15.3663, -150.578, 600.139, 619.024, -11.0533, 127.327, 70.9558, 147.553
 92.4106, 29.8166, 43.5327, 106.911, -69.0216, -10.5762, -146.044, 162.004
 -179.337, 93.1979, -408.478, 456.335, 177.375, -74.3608, -539.571, 574.225
 131.13, 29.5498, -1640.49, 1646.11, -117.871, -40.0982, -267.235, 295.807
 4.02001, 125.484, -172.899, 213.89, -9.45138, -117.322, 117.631, 167.438
 -14.1975, 214.411, -714.843, 747.092, 26.8675, -179.192, -364.941, 410.008
 20.0763, 89.0038, 56.985, 110.328, -42.2058, -66.9952, -359.727, 368.799
 -83.3165, -20.1569, -661.708, 667.327, 62.4573, -14.5792, -18.1358, 66.866
 -76.7834, 121.273, 190.175, 239.473, -36.1995, 29.2347, 28.4771, 54.5957
 77.1476, 174.308, 177.602, 260.89, -71.968, -124.865, 104.392, 180.243
 117.266, -124.302, -6.55752, 177.193, -113.848, 125.652, 25.5776, 173.748
 159.312, -98.2508, -398.545, 441.351, -150.761, 106.684, -455.235, 493.206
 46.3099, -89.4406, 714.158, 721.324, -43.5176, 70.7827, 59.1007, 103.742
 4.14073, -159.64, -215.518, 268.758, -7.63287, 130.489, -57.8428, 145.98
 51.286, -25.7526, -871.145, 873.246, -43.8327, -7.94581, -1002.11, 1003.2
 62.2234, -52.6649, -141.651, 165.845, -49.1038, 36.6606, 127.954, 142.482
 -104.175, -145.417, -591.375, 618.243, 83.7631, 120.346, -337.281, 369.141
 132.757, -93.7495, 691.169, 710.386, -120.208, 75.9866, 462.634, 484.203
 10.6342, -202.703, -196.953, 283.414, -14.7495, 191.169, -232.92, 303.19
 83.9951, -287.869, -187.02, 354.485, 57.2914, 207.091, -336.023, 404.104
 131.608, -5.79854, -373.343, 396.118, -90.9649, 11.5086, 19.149, 97.2506
 93.5147, -142.075, 7.81305, 171.359, -75.2971, 132.686, 174.297, 233.623
 -146.868, 106.372, 695.159, 718.768, 136.249, -94.578, 223.862, 279.344
 172.41, -43.8109, 235.708, 296.352, -139.973, 62.0532, 70.6275, 169.161
 60.5941, -12.7357, -399.135, 404.051, -56.526, -7.09582, 72.6447, 93.2273
 -116.738, -69.5398, -95.4692, 167.538, 104.454, 54.2894, -8.71734, 119.661
 -20.1769, -187.53, 894.39, 914.186, 2.54003, 110.049, 384.82, 400.776
 -0.88625, -189.062, -164.976, 253.072, -0.331423, 177.575, -454.251, 488.617
 -159.591, -45.4498, -266.635, 316.606, 64.4506, 12.8764, -168.316, 181.184
 218.458, 13.2152, -215.818, 309.745, -205.694, -17.392, -107.624, 238.258
 -152.401, -9.48952, 163.26, 225.003, -26.5239, 2.43955, -604.173, 604.833
 -52.82, -193.096, 594.627, 627.505, 58.025, 181.579, 664.254, 691.532
 -197.832, -4.93754, -205.806, 287.234, 173.103, 12.7969, -213.011, 275.98
 33.5434, -80.4634, 22.8302, 90.3858, -5.11446, -41.9054, 85.9653, 96.7216
 -208.035, 2.25913, -326.015, 387.564, 192.255, 7.88686, -414.88, 460.313
 194.18, -42.8696, 28.2226, 201.42, -187.057, 18.8346, 115.149, 221.553
 -24.5169, 162.38, 846.502, 862.422, 40.6348, -132.862, 221.483, 261.811
 77.2386, -27.2595, -526.263, 532.935, -71.8074, 21.2187, 75.9006, 108.775
 -192.637, 44.2645, -275.407, 342.584, 184.346, -48.7786, -273.582, 333.984
 111.733, -105.677, 37.128, 159.066, -108.415, 98.2408, 466.034, 488.603
 105.173, -190.853, -868.117, 895.191, -71.9999, 197.971, -13.3127, 211.769
 -148.499, -84.7246, 185.162, 253.477, 135.336, 68.9514, 528.614, 550.231
 -60.7263, -108.349, 1531.32, 1536.42, 33.9526, 57.8888, 81.5799, 106.715
 210.485, -56.9968, -454.577, 505.239, -185.623, 34.1169, -354.214, 403.168
 148.029, -41.0318, -142.953, 212.202, -147.921, 38.6801, -304.657, 341.919
 172.198, 32.6712, 360.871, 401.692, -170.17, -41.8085, 191.629, 261.188
 -148.971, 27.6283, 111.93, 190.587, 143.832, 12.1129, 6.41301, 145.646
 -88.6193, 89.794, 139.539, 188.528, 56.4135, -79.0499, -93.7303, 135.945
 -29.0153, -65.3044, 1343.65, 1345.6, 19.0632, 23.5126, 10.8154, 32.7512
 67.2854, -25.8209, -137.831, 156.33, -66.9152, 8.97866, 284.378, 292.539
 90.1159, -155.697, 79.2893, 201.727, -78.4103, 123.289, 25.8476, 150.188
 28.3582, 165.133, -60.7343, 180.36, 6.79823, -164.74, -151.155, 224.32
 -127.778, -5.71759, -190.052, 232.961, 103.993, 21.0532, 65.8209, 128.037
 -69.3797, -138.104, 304.018, 341.787, 53.1357, 119.306, -0.27444, 134.348
 -2.0563, -79.083, 1495.97, 1498.11, 15.014, 65.6369, 33.8371, 75.7731
 -40.4815, -115.422, -1286.98, 1292.86, 34.6339, 98.6319, -70.0958, 126.919
 -149.388, -61.9259, -68.5435, 176.108, 136.492, 58.0644, -316.62, 350.411
 -32.8908, 199.81, 574.23, 609.175, 39.0819, -173.262, 317.79, 365.353
 102.703, -49.442, -388.584, 405.348, -80.2614, 75.431, -119.475, 162.92
 184.434, 19.7733, -323.633, 373.261, -156.953, -30.8427, -84.3209, 185.256
 -29.8786, -60.9336, 121.127, 140.019, 20.8894, 47.93, -177.795, 185.578
 37.5638, 94.4481, 443.056, 454.765, -35.058, -54.5107, -34.7825, 74.7064
 147.625, -3.07825, 272.852, 310.344, -143.736, 14.9162, -14.7189, 146.782
 87.571, 137.408, 0.421745, 165.033, -79.4867, -142.151, 145.514, 222.216
 -195.279, 64.9481, 75.2654, 219.978, 174.664, -63.6465, 157.096, 245.469
 -0.0423858, -68.9818, 396.386, 402.71, -2.48216, 49.5434, -67.0601, 83.6857
 32.8952, 14.9637, 136.483, 141.402, -26.5552, 2.31366, -326.901, 328.079
 97.1405, -127.647, 1430.82, 1440.07, -87.7907, 111.694, 335.473, 364.661
 126.239, 48.1964, 47.548, 143.95, -101.86, -37.9039, -242.409, 266.038
 119.556, 125.241, 203.494, 268.008, -99.9165, -89.3111, 70.6768, 152.203
 113.607, 19.211, -387.909, 405.03, -20.3418, -12.4137, 16.9861, 30.2
 146.159, -116.06, 653.61, 680.013, -123.508, 100.979, 1397.53, 1407.05
 51.1572, -37.2114, 22.0674, 67.6526, -25.7868, 41.3001, -510.789, 513.301
 -152.765, -97.6746, -258.635, 316.287, 119.204, 42.5422, -100.385, 162.172
 0.869914, 163.402, 471.013, 499.048, 14.2541, -160.29, 217.048, 273.049
 -139.664, -75.2455, -740.473, 757.919, 107.46, 65.8098, -281.928, 309.42
 -152.221, -85.0849, 1009.29, 1024.87, 126.182, 57.566, 227.617, 266.881
 -12.4425, 174.788, 128.898, 218.53, -17.1372, -162.99, 40.2059, 174.206
 173.813, 42.7895, 451.514, 486.403, -161.46, -26.3034, 546.893, 571.231
 -58.9813, 185.23, 554.338, 587.796, 46.2194, -140.261, 1379.18, 1387.31
 121.252, -48.078, 384.328, 406.422, -105.822, 55.8388, 52.7621, 131.655
 -146.607, -68.7942, 84.4664, 186.058, 133.501, 24.0804, 268.208, 302.307
 152.267, 7.24303, 522.907, 545.765, -129.844, 26.2307, 115.96, 177.019
 94.8477, -27.505, 555.299, 564.151, 41.9237, -23.5283, 31.9217, 57.798
 44.3812, -164.774, -193.618, 259.014, 2.24574, -26.3521, 92.2411, 96.2126
 201.165, 10.4838, -778.398, 804.346, -173.698, -3.88594, -819.033, 837.522
 -76.688, 14.1131, -276.547, 287.626, 48.9534, -14.9608, 41.3476, 66.2767
 -155.484, 48.4212, -26.4509, 165.253, 147.37, -54.8677, 11.1794, 161.428
 -87.4093, -155.689, -63.8403, 191.512, 63.9279, 122.228, 168.72, 218.705
 47.2002, 155.514, -497.754, 526.231, -62.6224, -140.456, -132.827, 203.923
 -30.6049, 43.4029, -7.80662, 54.5009, 25.3903, -20.2081, 66.8081, 74.5296
 -128.755, -53.0664, 1591.74, 1597.91, 99.7904, 58.6843, 423.833, 439.713
 -129.185, 115.446, -135.27, 223.606, 106.664, -119.637, 37.2542, 167.074
 182.396, 68.1107, 57.0386, 204.653, -158.848, -79.5548, -48.0627, 186.862
 131.071, 102.931, -315.449, 357.728, -116.605, -92.4487, -56.6474, 159.273
 -114.384, 31.9805, 256.657, 283.082, 102.387, -31.263, -100.946, 149.011
 61.8618, 130.295, 202.857, 249.318, -71.7245, -110.126, 516.553, 534.267
 -13.351, 188.3, 667.734, 694.633, -14.6113, -182.409, 243.979, 305.886
 -178.473, 31.9658, -56.7224, 190.686, 147.849, -32.2916, 14.7991, 153.736
 87.9299, -101.66, -1384.07, 1390.93, -104.479, 75.3583, -247.432, 280.194
 -50.4509, 184.762, 80.4983, 209.398, 23.2021, -161.304, 72.1923, 180.427
 -153.996, -68.4682, -193.317, 258.04, 121.861, 58.9348, 46.0367, 143.157
 104.55, -116.424, -145.885, 215.205, -79.7436, 106.755, -482.405, 501.162
 -170.676, -87.114, 888.786, 909.701, 120.821, 57.9381, 735.893, 748.433
 -170.888, -37.7494, 7.94093, 177.776, 168.642, 27.9486, -121.096, 210.108
 -89.5424, -147.855, 322.12, 366.547, 98.7957, 116.531, 450.97, 476.612
 131.109, -63.5903, 109.519, 183.583, -33.1404, -34.2638, -1205.86, 1206.86
 129.901, -130.437, 7.24559, 185.357, -131.026, 127.042, -41.9781, 187.956
 -143.208, 132.237, 8.77737, 196.722, 136.551, -130.812, 21.0982, 193.835
 53.0803, 128.811, -2540.38, 2544.22, -12.202, -88.3021, -204.927, 224.849
 -31.8347, 130.21, 13.7684, 137.89, 26.0802, -111.467, -121.045, 171.703
 97.1549, 155.969, -260.913, 319.704, -98.2878, -144.96, -474.849, 506.434
 103.196, -149.308, -677.287, 701.748, -81.1814, 106.503, -335.04, 363.193
 85.4121, -26.4455, -836.625, 841.472, -68.3958, -2.13254, -6.45506, 69.2891
 13.4532, -132.92, -552.424, 568.691, -16.3541, 115.445, -9.58833, 117.791
 -196.551, 49.1031, 448.75, 493.776, 154.631, -45.2778, 135.344, 213.786
 -49.2172, -53.9441, 615.791, 620.201, 5.21326, -44.6451, 157.499, 163.996
 -18.2426, -26.0903, 423.027, 424.373, -4.18472, 25.4685, 221.336, 222.932
 -34.1631, 49.3799, -121.29, 136.237, 12.5298, -48.1085, 234.474, 239.932
 169.622, -45.0866, 7.29856, 176.52, -69.0902, 29.1215, 49.4084, 90.3406
 -83.1197, -167.806, 691.802, 716.869, 81.0256, 157.709, 255.316, 311.945
 -46.7616, 92.8258, 496.721, 507.881, 46.1905, -63.4385, -45.7149, 91.5957
 -156.534, -70.9494, 218.168, 279.017, 130.007, 66.696, 627.965, 645.076
 90.7431, -82.6581, -150.851, 194.877, -79.3747, 51.6304, 127.986, 159.568
 -131.235, 128.646, 1674.61, 1684.8, 55.3823, -61.1146, 628.343, 633.853
 89.7938, -28.7653, -94.5595, 133.723, 29.8794, 47.5219, -11.4696, 57.9723
 -42.5476, 134.109, -554.985, 572.67, 18.8236, -126.3, -1094.54, 1102.33
 -57.8337, -73.5178, 34.5031, 101.378, 89.0545, 12.9654, 909.084, 913.751
 -154.567, 65.6885, 752.491, 771.6, 149.343, -33.3102, 1280.04, 1289.77
 -59.1574, -70.8685, -429.439, 439.343, 40.641, 61.3455, 60.884, 95.8333
 -106.544, -156.304, -3.8049, 189.796, 50.9603, 37.4672, 57.6544, 85.6091
 16.1552, -186.197, -442.881, 483.406, -18.3134, 174.154, -297.098, 345.629
 158.184, 83.467, -167.888, 246.358, -132.026, -64.1863, 89.4169, 173.697
 -198.932, 54.6697, -655.293, 687.503, -9.36508, -23.4818, -57.0878, 62.7962
 46.4587, 66.893, 220.734, 235.464, -41.7165, -28.5608, -126.798, 136.781
 25.2021, -198.463, 799.272, 824.826, -15.5398, 159.261, 599.976, 621.681
 41.6664, -1.22351, 406.594, 408.831, -33.1073, -7.23166, -61.7724, 70.5822
 -143.392, -129.481, -145.299, 243.12, 131.693, 137.248, -297.06, 354.868
 -127.014, 69.0753, 1323.98, 1332.02, 98.9719, -52.8218, 105.128, 154.215
 -25.9892, -40.8365, 1.66577, 49.7694, 25.4916, 39.4326, 852.964, 854.411
 124.345, 78.008, 231.787, 274.925, -55.4626, -50.1845, -51.0516, 91.1179
 12.5561, 191.904, 344.721, 395.5, 22.2783, -153.435, 919.506, 932.634
 187.227, 394.718, 26.6758, 438.17, -166.714, -367.16, 80.922, 432.077
 -176.156, -92.4606, -512.542, 551.196, 166.595, 92.6421, -494.829, 530.816
 -132.776, -43.7821, -936.209, 946.821, 111.444, 44.6199, -86.9744, 149.296
 156.799, 13.6751, 15.5875, 161.2, -153.206, 2.20423, 224.012, 272.414
 -148.546, 36.6953, -737.563, 753.445, 144.61, -46.867, -95.4156, 180.359
 4.09382, 190.007, 83.6022, 208.478, -19.8394, -181.95, 9.16935, 184.72
 90.4692, 153.193, 314.013, 363.53, -102.289, -144.812, 124.15, 220.581
 -154.841, 102.2, -109.667, 216.694, 156.541, -82.6397, 72.3578, 192.538
 -160.327, 157.934, 1052.7, 1078.88, 98.6764, -145.529, 1252.93, 1265.57
 -162.324, 101.931, -819.21, 841.505, 133.719, -109.588, -228.177, 287.486
 5.6115, 51.8411, 1502.01, 1502.92, 1.40568, -39.7106, -5.06483, 40.6525
 126.289, 147.747, -463.118, 503.77, -114.991, -118.707, -309.496, 352.817
 -134.386, 59.2613, -1376.67, 1384.8, 116.696, -49.3436, -176.622, 219.837
 135.248, -41.0262, -292.245, 324.784, -106.687, 28.6114, -420.485, 434.828
 92.0495, -3.79307, -978.661, 983.062, -56.8258, 8.18373, -28.9681, 65.8202
 219.442, 20.4844, -274.448, 354.361, -153.193, -68.8643, -134.702, 216.807
 -65.1222, 110.014, -570.617, 584.842, 37.6552, -67.3494, -7.41836, 78.4713
 150.873, -126.545, 440.837, 484.217, -113.661, 85.8301, 242.323, 281.876
 98.9925, -149.199, 71.0759, 194.169, -65.3577, 152.24, 354.081, 391.567
 122.66, -92.1352, 718.147, 734.78, -99.2408, 84.3829, 160.725, 208.625
 -115.126, 120.126, -296.051, 339.914, 94.9208, -108.397, -583.175, 602.359
 141.938, -92.9826, -57.472, 181.475, -112.022, 78.6108, 107.654, 175.664
 122.02, 148.192, 191.426, 274.376, -114.538, -147.293, 57.0289, 195.494
 60.0375, -62.378, -703.89, 709.449, -35.5951, 41.9122, 3.05925, 56.0654
 64.2682, -140.874, 408.308, 438.575, -64.5294, 133.995, 47.9923, 157.451
 -121.957, -40.8022, 482.378, 499.687, 92.7513, -15.5926, 532.979, 541.294
 -36.3375, -171.769, 176.703, 249.425, 51.5125, 164.633, 505.569, 534.654
 -33.9743, 64.8364, 86.1637, 113.522, 29.1571, -47.6373, -125.899, 138.161
 -15.8671, -100.593, -1669.4, 1672.66, 1.12009, 71.6883, -406.87, 413.21
 -21.6447, -99.5625, 894.488, 900.674, 17.681, 69.3295, 15.6966, 74.0538
 -201.858, -26.4923, -229.216, 311.774, 186.109, 3.66716, -112.061, 219.266
 -182.285, -25.2799, -1260.51, 1274.23, 179.858, 34.3138, -2217.91, 2225.63
 -45.942, 169.674, 571.304, 599.055, 39.3762, -155.779, 1221.78, 1232.58
 33.124, 180.858, 221.783, 289.392, -5.28357, -147.048, 55.4377, 159.4
 -187.352, 26.3458, 221.891, 292.322, 160.812, -3.33268, 45.9294, 168.608
 -58.1918, -163.611, -3081.92, 3086.94, 35.3007, 114.946, -426.564, 443.351
 -131.925, 43.2558, 250.824, 287.215, 126.917, -53.9492, -35.8978, 144.107
 195.053, 23.6162, 262.622, 328.848, -185.883, -38.8823, 215.82, 287.965
 97.7811, 76.3321, -167.202, 210.128, -63.7506, -32.2257, 26.615, 76.4131
 -20.2491, -87.4204, 204.954, 224.284, 0.0566242, 87.2575, 1297.97, 1301.05
 -80.2359, 149.164, -334.468, 375.494, 94.8327, -131.951, -62.1829, 174.616
 162.999, 113.268, 56.5939, 207.152, -142.147, -94.0055, -16.8888, 174.934
 91.1393, 117.837, -2294.49, 2299.49, -109.302, -100.387, -726.819, 742.244
 -11.0624, -84.0053, 651.205, 657.185, -9.89263, 58.2825, -30.4181, 66.8205
 145.036, -245.626, 427.196, 519.629, -102.774, 252.897, 262.007, 379.2
 185.472, 33.3807, 15.0793, 190.714, -132.291, -9.37327, -39.1374, 139.416
 175.887, 44.6993, 1353.1, 1365.37, -124.369, -60.8698, 545.17, 563.277
 39.9629, -69.159, -86.4006, 119.237, -49.2451, 56.9149, -1899.9, 1901.41
 -102.706, 38.3587, 71.4943, 131.868, 78.0471, -47.832, 392.263, 403.192
 66.0844, -183.626, -2305.86, 2314.32, -37.979, 154.236, -732.851, 750.165
 170.545, 37.412, -40.3224, 179.427, -170.579, -11.1695, -131.196, 217.259
 79.5196, 101.915, -87.4141, 157.758, -86.9572, -84.1953, 230.521, 260.565
 -128.792, 116.666, -649.341, 672.867, 127.761, -88.2522, -1307.23, 1316.67
 -151.069, -108.571, -530.363, 562.295, 144.909, 99.1753, -282.404, 332.937
 77.7939, 134.731, 71.1803, 172.459, -13.6345, 18.3301, -513.073, 513.655
 83.3338, 0.624231, -294.378, 306.094, -36.8688, 19.0349, 25.3948, 50.1464
 -39.4916, -93.1827, -1136.2, 1141.03, -9.39974, -65.2523, -42.7871, 79.4009
 -112.696, -161.916, 396.512, 443.166, 95.8287, 123.932, 823.469, 838.844
 121.382, 123.706, -343.371, 384.784, -94.6268, -141.622, -114.451, 205.612
 103.174, -84.2888, 267.887, 300.59, -84.4381, 84.0855, -44.1618, 128.124
 -74.179, -154.959, -320.224, 364.632, 40.0596, 165.9, -629.986, 652.941
 -161.899, -27.9278, -843.07, 859.05, 37.2255, -21.381, 15.6616, 46.3133
 84.3004, -103.946, 5.33175, 135.786, -73.0178, 79.532, 231.685, 257.146
 -2.1207, -191.908, 13.4317, 197.519, -39.1048, 171.158, -97.3772, 203.734
 -180.685, -53.0421, 157.906, 247.896, 159.785, 51.1735, 60.5329, 179.144
 173.96, -126.993, 416.675, 469.514, -156.582, 119.133, 498.593, 536.758
 31.8657, -212, -934.641, 959.272, -32.3815, 165.389, -545.627, 572.366
 -174.932, 64.9402, -907.704, 927.343, 153.152, -60.0055, -1102.15, 1114.96
 -73.7423, 151.229, 97.9758, 195.619, 44.7143, -155.136, 58.538, 172.979
 -75.0757, 58.0986, 110.599, 146.974, 64.4901, -62.6079, -207.171, 227.263
 -161.24, -20.3567, -688.166, 707.954, 54.6139, 6.01054, -80.0583, 97.6589
 120.447, 63.6081, -172.358, 220.723, -114.744, -69.956, 70.2482, 153.868
 -162.13, -141.436, 101.8, 239.739, 140.582, 142.495, 101.199, 226.694
 85.3743, -158.195, 31.0513, 183.137, -86.2206, 152.915, 254.52, 310.208
 -178.364, -23.8242, -112.573, 216.606, 161.282, 47.5114, -59.3357, 179.14
 144.275, -100.581, -1617.1, 1626.8, -130.767, 84.5327, -601.393, 622.022
 -54.789, 122.746, -476.814, 496.351, 60.6088, -103.867, -146.727, 191.901
 24.5952, 126.328, -292.922, 320.179, -7.53605, -99.9733, 59.9927, 117.921
 103.656, -32.0906, 66.0669, 127.432, -68.823, 11.0156, 651.792, 655.678
 -76.2297, -68.1022, 1916.26, 1919.24, 62.0484, 62.9893, 112.348, 143.552
 -119.078, -119.356, 1032.08, 1046.06, 128.197, 104.716, 422.899, 454.821
 -158.172, -11.1716, -366.972, 400.05, 153.918, 21.8285, -35.2265, 163.025
 25.4682, 180.078, -170.856, 250.022, -4.58082, -168.965, -25.034, 173.51
 -127.208, -118.659, 308.73, 354.466, 118.533, 102.402, 18.5436, 161.04
 96.3259, -63.9864, -135.121, 178.754, -95.4683, 52.2586, -1019.91, 1026.12
 144.887, -136.156, 182.912, 270.937, -106.57, 152.337, 224.274, 293.214
 6.88396, 177.274, -50.2629, 184.601, 6.82206, -147.875, 149.197, 210.336
 71.1533, -111.093, 35.3855, 137.551, -73.9688, 86.3666, -160.174, 199.641
 113.43, 109.634, -64.1869, 170.725, -129.775, -85.1773, 1.73437, 155.996
 155.509, 20.8197, 105.193, 190.122, -112.518, -45.1421, -118.071, 171.556
 243.652, 40.8073, -1362.14, 1384.66, -184.191, -36.3322, -70.7738, 202.808
 -64.1278, -194.257, -90.8539, 226.132, 61.9488, 192.7, -128.4, 241.795
