## This file consists of events with 2 jets ##
## px(j1), py(j1), pz(j1), E(j1), px(j2), py(j2), pz(j2), E(j2)##
 38.6946, 77.7445, -31.9934, 93.4816, -34.7532, -26.1581, -787.318, 788.634
 -25.1776, -44.7932, 22.8409, 58.2045, 16.0733, 33.3458, -34.1404, 51.4733
 22.3402, 50.5397, -375.733, 379.95, -17.7184, -38.2538, -89.1777, 98.957
 62.2805, -53.1698, 147.11, 170.035, -30.5997, 27.8877, 129.529, 136.203
 -24.3568, 68.5479, -1145.08, 1147.46, 5.90961, -69.4646, -105.301, 126.65
 112.341, -38.2393, 1344.24, 1349.64, -47.8618, 51.0763, 4.39889, 70.5881
 -53.8831, 12.3279, 537.766, 540.747, 42.0176, -4.0371, 135.957, 142.736
 -42.0252, 51.1823, -404.976, 410.527, 33.9837, -44.6453, -429.948, 433.646
 -56.241, 28.0841, -60.7095, 87.9565, 51.8863, -31.6678, 44.8436, 76.3708
 -75.3431, 99.6901, 78.4995, 148.606, 3.71953, -23.1553, -42.5179, 48.787
 25.8824, -75.6733, -1465.24, 1467.5, -3.96158, 65.4468, -2331.82, 2332.8
 40.2923, 38.5007, -86.3868, 103.049, -28.69, -5.52743, 119.419, 123.115
 -52.6124, 34.2119, 1260.16, 1261.78, 31.7864, -40.9061, 2112.36, 2113.02
 38.6837, -35.3506, 112.967, 125.016, -26.4828, 7.63404, -29.4821, 40.9364
 -52.1653, 9.96658, 340.974, 345.181, 28.7686, -6.24187, -5.3717, 30.565
 -58.3868, -30.79, -3079.72, 3080.48, 58.4969, 14.7182, -249.433, 257.302
 46.1977, 47.1977, 51.6149, 83.8765, -34.9777, -37.5597, 231.856, 237.938
 -5.21947, 43.7641, -1297.46, 1298.22, 18.4954, -36.4598, -40.213, 58.1499
 17.2835, 57.6375, -9.73008, 61.652, 5.40397, -43.455, 126.187, 134.193
 -57.9981, -48.2967, -242.385, 254.47, 57.8771, 37.2916, -216.598, 228.322
 21.9105, -76.1769, -281.78, 292.954, -10.7977, 40.5367, -273.207, 276.617
 -64.0731, -11.905, 357.12, 363.235, 43.7031, 12.3557, 49.8155, 68.0683
 -5.66164, 43.1236, -300.172, 303.541, -28.473, -24.8686, -35.4552, 52.0033
 22.6279, -60.5414, -132.627, 148.109, -15.6912, 58.8264, -1627.07, 1628.23
 -39.6012, 49.152, 72.3938, 96.4359, 27.2151, -56.8467, 69.1288, 93.8113
 -0.409032, -53.3089, 55.7135, 77.6986, -5.03273, 38.3388, 20.6293, 43.9643
 29.9168, -39.4905, -151.801, 160.161, -20.4615, 40.856, -54.6949, 71.5115
 47.3245, -23.1995, -84.0206, 99.4676, -18.6598, 34.0487, -11.8599, 41.6334
 51.9204, -9.91446, -398.131, 401.651, -27.6643, 9.11205, 5.71771, 30.1492
 -17.8456, 86.276, 544.794, 552.115, -8.46482, -48.7271, -35.7612, 61.1325
 -39.1078, -53.0129, -85.5734, 109.296, 30.291, 36.7961, 261.644, 266.173
 55.3047, 18.6717, -538.088, 541.339, -29.3474, -4.61027, -154.388, 157.451
 -23.3706, -53.677, 28.9293, 65.8534, 17.0655, 39.9283, 152.277, 158.444
 59.0641, -12.4391, 421.916, 426.632, -38.466, 4.70141, 0.773652, 39.2666
 12.4163, -53.5042, 184.023, 192.196, -15.5427, 41.3866, 1310.53, 1311.3
 42.2915, -47.302, 114.601, 132.076, -10.331, 41.9331, 3.89949, 43.8487
 23.3117, 102.086, -761.683, 768.937, -39.9467, -79.7273, 18.216, 92.1153
 -28.615, 65.0372, -472.403, 478.142, 23.4192, -33.0095, -211.372, 215.496
 53.2138, 27.3087, 219.452, 227.977, -41.4817, -24.3721, 29.7337, 57.1357
 -63.533, -13.8761, -41.8121, 77.6416, -12.4053, -22.0129, 22.7619, 34.9001
 -79.8211, -21.3732, -579.686, 585.743, 59.927, 17.3803, -93.6486, 112.963
 18.7387, -51.7413, 460.61, 463.916, -26.782, 35.4843, 31.0725, 54.5465
 -54.0051, 16.0102, 101.505, 117.187, 44.4072, -9.1654, -18.2961, 49.1088
 66.0577, -5.736, -1799.01, 1800.31, -52.9321, -3.84595, -57.6322, 78.6775
 65.3023, -36.5276, 386.023, 393.506, -65.5528, 33.2559, 157.798, 174.871
 -57.5208, -13.323, 107.406, 123.446, 37.6644, 10.9745, 59.379, 71.7497
 -19.8198, -47.9245, 9.16705, 52.6755, 16.5837, 23.208, 63.1411, 69.821
 -13.1983, 53.228, 9.41162, 55.8749, 15.299, -50.4648, -108.272, 121.202
 19.2789, 66.0955, 388.578, 394.721, -24.7318, -21.2433, -14.3019, 35.8674
 -18.5514, 42.3864, -124.786, 133.483, 21.7473, -34.1286, -7.82082, 43.103
 -27.9093, -55.1757, 128.326, 142.767, 26.5785, 45.1465, 2102.54, 2103.24
 32.0189, 77.1486, 299.792, 311.429, -32.2856, -34.1443, 1091.2, 1092.25
 52.2692, -7.94039, 122.538, 133.635, -28.9892, -5.38425, -31.1462, 43.6506
 -4.93531, 65.3664, -598.499, 602.183, -11.4249, -61.0146, -261.789, 269.253
 44.7305, 25.8657, -457.23, 460.35, -38.8003, -9.25499, 14.4523, 42.9392
 21.8711, -75.8164, -310.161, 320.444, -12.5469, 61.4583, 5.98626, 64.0454
 -41.5832, -53.4237, -518.681, 523.335, 31.3702, 47.7691, -322.188, 327.424
 23.0845, -39.9665, -89.1178, 100.726, -20.4051, 38.1064, -49.4173, 66.2413
 -26.1312, -64.3256, -2.7883, 70.6752, 48.0152, 47.4414, 38.3428, 79.0065
 -0.899456, -91.9796, -61.3286, 112.115, 15.335, 35.9705, 55.5516, 68.5553
 -10.1964, 69.3314, -1990.17, 1991.45, 2.79056, -35.3791, -17.2553, 39.7221
 -47.8707, -15.8026, 41.2233, 66.2091, 43.6303, -0.434869, 30.0802, 53.9377
 58.0761, -22.4797, 10.4706, 64.0615, -39.8477, 4.59408, 30.6505, 51.278
 22.2067, 32.8587, 425.745, 427.793, -10.5565, -21.621, 672.689, 673.155
 8.52944, 60.5521, -113.439, 128.917, 0.387555, -54.8814, -22.2927, 60.2491
 -6.09934, -59.6929, -766.353, 768.743, 4.94973, 37.1701, -240.51, 243.546
 -55.5633, 7.96249, 60.9383, 82.9106, -0.886057, -27.4407, -20.8137, 35.0649
 -48.1447, 30.5407, 113.655, 127.291, 49.3979, -19.3107, -11.6624, 54.313
 39.9493, -42.2191, 76.7471, 96.2969, -13.9691, 24.8689, 12.1676, 31.1037
 29.7832, -35.0476, 168.32, 174.679, -30.2147, 30.6004, 112.82, 121.292
 -57.2578, 7.41794, 109.389, 124.232, 39.1374, -9.87041, 36.3437, 55.7631
 -45.4725, -32.4786, 89.9857, 106.125, 43.79, 30.2843, -203.725, 210.798
 -41.21, -50.6103, -49.2232, 83.3128, 57.0023, 31.211, 560.902, 564.759
 -58.6983, -27.0182, -409.098, 414.355, 41.068, 5.08716, -146.591, 152.806
 46.4631, 31.4354, 502.295, 505.49, -13.635, -22.2748, -2.96042, 26.7561
 23.3043, 43.8196, 33.17, 60.1108, -13.8357, -36.4324, 36.3363, 54.2
 -45.2059, 72.5839, 217.453, 234.116, 39.0988, -69.3492, 163.991, 182.65
 -26.7458, 67.8979, 173.9, 189.455, -2.16136, -37.9435, -63.1664, 74.1292
 99.1067, 69.2019, -165.524, 205.874, -48.1196, -65.2431, -73.735, 110.984
 38.3943, -34.0046, -202.038, 208.882, -33.5795, 33.0918, -25.7937, 54.6125
 -2.39267, -72.7281, 152.589, 169.546, -6.20641, 36.2282, 12.7213, 39.4744
 37.3016, -41.6102, 1459.63, 1460.74, -13.4456, 42.8719, 1842.57, 1843.12
 -47.8964, -34.7092, -330.201, 335.714, 40.1621, 17.1165, 30.1771, 53.7789
 27.2172, -68.7296, -2325.1, 2326.32, 2.03808, 58.0039, -133.093, 145.942
 -30.2136, 12.0892, -822.117, 822.806, 13.3377, 26.5506, -1577.51, 1577.8
 60.8398, -17.5733, -334.646, 341.032, -50.7873, 15.7569, -391.365, 395.143
 17.0109, -44.1878, -88.5741, 101.051, -1.06762, 28.8449, -19.27, 35.1372
 -17.2788, -66.5752, 10.9465, 71.929, 51.5558, 31.3039, 221.941, 230.243
 -33.9637, 50.2977, -394.284, 398.992, 16.9917, -46.184, -38.9546, 63.1759
 -63.5395, 34.0715, -550.305, 555.12, 15.6881, -31.9179, 9.39856, 36.9588
 43.5584, -77.0315, 397.97, 407.994, -58.238, 65.613, 84.4851, 122.416
 30.8077, -73.0008, 164.016, 182.338, -15.9864, 60.4223, 358.622, 364.334
 8.45113, -87.6931, 404.274, 414.513, -18.5187, 62.3991, 859.32, 861.844
 -56.5038, 34.3941, 73.211, 99.1027, 35.9283, -26.9697, -27.1156, 52.9095
 56.0932, 28.4633, 259.558, 267.351, -51.0608, -24.9361, 160.172, 170.2
 33.3448, 74.1719, 407.055, 415.138, -13.7797, -52.9948, 79.2124, 96.505
 17.0742, 39.8592, -277.238, 280.672, -19.0879, -20.4954, 53.4817, 60.9493
 -77.0602, -9.62387, 330.651, 340.051, 45.6209, 12.956, 52.7733, 71.3362
 17.6949, 71.1639, -60.5791, 95.7147, 19.363, -45.5099, 12.523, 52.23
 -54.743, -43.9009, -184.367, 197.551, 35.6134, 19.4103, -236.261, 239.981
 24.3944, 48.0658, 61.7797, 82.062, -24.6144, -41.999, 162.246, 169.922
 68.3277, -5.80429, 1137.88, 1139.97, -53.0325, 6.61715, -31.5393, 62.2902
 -5.47954, 69.3768, -664.691, 668.644, 23.8705, -36.1325, 15.7104, 46.8871
 -71.1246, -29.5728, 38.8145, 88.4402, 62.6576, 18.4298, -6.28448, 66.0248
 -73.9017, -69.387, 159.3, 191.912, 59.9582, 31.7378, 331.846, 339.043
 82.7495, 8.34593, 304.945, 316.547, -66.7015, 6.15777, 11.2942, 68.5027
 17.1795, 71.1021, -376.368, 383.772, -5.17578, -53.7509, -276.866, 282.334
 75.267, 2.84817, 271.085, 281.982, -54.6596, -1.41192, 54.7335, 78.5606
 32.0259, 27.7778, 19.6674, 47.5962, -19.8711, -30.1175, 4.3547, 36.9611
 56.9986, -30.8592, -1637.09, 1638.4, -50.3653, 25.2162, -150.675, 161.661
 -48.9453, 20.4118, -188.386, 196.26, 32.3207, -15.6497, 0.339404, 36.138
 -38.9787, 23.0934, 0.663143, 45.4543, 30.7643, -31.3167, 214.298, 219.089
 55.5624, -14.5842, 100.822, 116.62, -38.8665, 0.420944, 100.936, 108.338
 -43.0858, -60.4087, 401.781, 408.684, 18.0125, 48.4486, -334.609, 338.873
 -0.22751, -55.0005, 186.898, 195.301, 7.6615, 54.1506, -30.197, 62.6906
 -57.2897, 12.3264, 490.179, 493.871, 55.5544, -2.03954, 84.694, 102.335
 -59.4722, 7.59486, 1305.19, 1306.61, 53.162, 8.36341, 430.548, 434.102
 60.9692, 76.3933, 592.675, 600.731, -61.9695, -67.8887, -570.047, 577.541
 52.2108, -37.0904, 23.5044, 68.6962, -48.8966, 31.1463, -178.229, 187.629
 -16.927, 48.6495, -66.3898, 85.8214, 16.8746, -45.7644, -1850.44, 1851.11
 -17.7848, 60.7012, -530.347, 534.25, 48.9548, -31.0651, -834.503, 836.561
 46.3831, -1.98197, -68.8949, 83.5215, -24.2041, -26.9751, -325.574, 327.786
 18.109, -45.6647, 448.188, 450.962, -37.9905, 19.9868, 17.649, 46.4726
 36.2485, -15.6161, 25.4447, 47.9233, -33.6585, 12.0833, -19.5274, 41.69
 49.9352, -39.539, -77.5108, 100.843, -36.8661, 39.0543, 56.177, 78.3421
 -15.9635, -56.1271, 2640.68, 2641.33, 14.2208, 51.1997, 914.706, 916.318
 12.0536, 32.8079, -522.667, 523.909, -25.7441, -6.99623, 9.89663, 29.3579
 -49.6776, -11.9188, 265.042, 270.073, 23.9639, -2.7689, 55.0941, 60.5991
 -27.2608, -38.4322, -21.807, 53.9897, 24.855, 34.5402, 42.7384, 60.6835
 -73.8127, 2.74041, 74.1138, 105.642, 58.4215, -18.9749, -104.615, 121.823
 28.5144, -69.8463, -921.668, 924.93, -27.9524, 54.3119, -24.2566, 66.1898
 64.5192, -46.4148, 253.31, 265.999, -31.7487, 17.5869, -329.576, 331.734
 41.3092, 42.7084, -45.7923, 76.3404, -20.1091, -42.3274, 59.6025, 76.0859
 57.9949, -45.0992, -211.767, 224.89, -52.4957, 37.6919, -17.7104, 67.1746
 76.1725, 0.313428, -147.445, 166.119, -72.9034, 6.68199, -4.3886, 73.6063
 11.495, -58.0073, -34.4135, 69.6424, 6.05521, 28.0757, 168.202, 170.781
 -118.709, -49.1338, -180.389, 222.146, 90.898, 40.8869, -455.2, 466.318
 52.5301, -10.9047, 2522.31, 2522.91, -39.9988, -8.41029, 108.906, 117.132
 40.8481, -87.0483, -410.082, 421.396, -48.3139, 57.0234, 14.2937, 77.9472
 28.9443, -54.4646, 628.391, 631.531, -11.3343, 41.5296, 89.9309, 99.8219
 -42.1178, -0.0963161, -86.9157, 97.251, 26.0562, 3.1147, -93.975, 97.7496
 -11.4056, 69.6973, -293.069, 301.76, -8.42624, -62.6351, -340.35, 346.396
 4.51103, 58.2678, -80.8033, 100.078, -17.8101, -51.0223, -1677.61, 1678.52
 -68.4736, 57.1164, 152.262, 176.942, 58.4057, -55.9321, 95.4878, 125.725
 -61.2598, -15.9777, -799.523, 802.13, 51.7623, -1.76823, 1.80995, 53.0773
 -18.5167, 54.3514, -10.1856, 59.0849, 25.0876, -49.8461, -228.416, 235.529
 -17.1451, -47.1679, -54.0444, 74.377, 16.5087, 38.2089, -82.7554, 92.9627
 -52.9774, -40.1906, 96.3161, 118.014, 31.8484, 49.6964, -44.9515, 74.8932
 -12.1875, 51.2591, -190.538, 197.912, 6.41111, -34.4255, -9.40113, 37.4792
 -31.2218, 52.6911, -215.085, 223.851, 13.1779, -58.4172, -113.656, 128.694
 42.9758, -54.3086, -95.4776, 118.025, -26.3649, 42.6797, 6.75542, 51.0836
 -15.6004, -55.3811, 109.275, 123.916, 28.1778, 26.3693, 21.3369, 45.4963
 11.8284, 80.7604, -203.691, 219.623, -15.3159, -59.1493, 6.02939, 62.6525
 -51.6988, -67.7583, -298.39, 310.93, 37.2482, 46.4307, -224.758, 232.874
 -55.482, -22.7224, 849.482, 851.682, 45.7568, 25.6559, 122.133, 133.1
 68.4298, -14.8334, -2702.13, 2703.09, -58.3401, 24.4433, -403.358, 408.541
 19.6433, 62.7235, 110.723, 129.17, -21.5885, -59.6736, -1538.37, 1539.7
 -64.0145, -53.2242, -1279.77, 1282.61, 60.2335, 48.6727, -328.397, 338.074
 -71.1644, 9.69728, 308.589, 316.937, 44.6905, 13.081, 62.8392, 78.4114
 53.3234, 34.2825, 152.253, 165.23, -54.3675, -16.1932, 52.3993, 77.7462
 -62.4792, -18.0619, -96.5039, 116.954, 61.2105, 13.4064, -93.9093, 113.278
 3.53963, -58.5667, -65.6673, 88.7919, -6.28195, 50.9704, 41.3109, 66.2975
 6.15795, -56.9486, 25.4419, 63.1478, 2.70709, 42.1095, 3.67889, 44.4273
 -30.4294, -52.2133, -589.21, 592.44, 37.2084, 27.3995, -693.489, 695.169
 -54.8547, 52.7393, -476.775, 483.15, 41.1955, -43.9252, -71.8752, 95.2874
 -38.4499, 47.7779, -68.6951, 93.1676, 35.0871, -44.7852, -598.125, 601.001
 -56.5875, 18.4506, -146.518, 158.577, 47.7547, -9.39301, -42.9689, 65.2227
 -79.3836, 36.9943, 2420, 2421.63, 62.8702, -41.0424, 327.972, 336.71
 61.0351, -1.28155, -549.081, 552.535, -39.6573, -7.91763, 11.2966, 42.7082
 33.7578, 70.456, 280.396, 291.932, -4.94689, -71.45, -64.9609, 97.3894
 -43.6618, 4.06912, -88.7035, 99.1513, 26.5487, 11.1822, -33.9994, 44.9718
 -59.6148, -28.4519, 146.42, 160.829, 52.4996, 22.6076, 471.438, 475.011
 48.1567, 43.4443, -38.6843, 76.4345, -33.8753, -20.0558, -27.4571, 48.3797
 -21.7395, 57.2068, -956.044, 958.081, 42.599, -6.42999, -66.6632, 79.6675
 4.24956, 69.4284, -377.864, 384.352, -6.70694, -54.1405, -75.7566, 93.5078
 -21.8819, -55.0254, -263.411, 270.229, 10.3017, 31.5811, 5.74293, 34.0718
 60.4975, 41.5412, 107.153, 130.867, -48.6935, -32.4224, -133.146, 145.744
 46.2525, 42.1389, 46.2852, 78.2442, -29.48, -30.2916, 25.2078, 49.4857
 -62.1927, 13.0951, 98.4516, 117.63, 54.4763, -1.60297, 39.737, 67.9655
 -34.827, -54.109, 254.553, 262.696, 18.1822, 31.1884, -71.3335, 80.3977
 -10.9181, 57.4758, -38.7533, 70.7635, 3.85915, -54.1882, 67.9101, 87.9954
 -22.3388, 57.3453, -37.5503, 73.6673, 11.121, -55.3649, -229.657, 236.78
 59.2061, -33.5773, -142.13, 158.476, -39.2863, 16.124, -1022.31, 1023.3
 47.9127, 45.1712, -42.2477, 79.1063, -28.9765, -50.1669, 62.4051, 86.3465
 -21.1413, -58.9352, 155.874, 168.606, 10.1526, 57.8091, 306.958, 312.862
 -71.8582, -27.7157, -220.755, 235.317, 62.1425, 26.6989, 39.5416, 78.4125
 -63.0965, 42.3235, -2.60492, 77.6534, 65.2898, -34.5454, -129.631, 150.886
 -57.0287, 11.0199, 59.551, 83.8326, 44.8508, -7.10677, -25.2437, 53.2009
 -93.0635, -28.5191, -165.49, 193.054, 65.7596, 27.0945, 317.809, 325.797
 0.629167, 81.018, 23.5753, 85.7074, -21.3812, -44.4595, -158.032, 166.014
 -40.2423, -22.1958, 43.7174, 64.0207, 22.0968, 17.8984, 90.5734, 95.1383
 -55.5758, 30.7651, -197.82, 207.927, 51.2437, -31.3029, 133.093, 146.867
 -71.8979, 16.6371, -179.568, 194.564, 43.9228, 2.04861, -482.409, 484.513
 -50.9785, -34.5341, 117.568, 132.985, 50.7454, 26.0867, -10.2913, 57.9839
 -4.42007, -117.19, -38.3382, 123.782, -9.44449, 108.325, 84.9913, 139.465
 -1.21804, -54.1581, 110.664, 123.624, -7.3375, 52.5373, 10.5833, 54.9113
 44.7306, -36.938, -243.757, 250.695, -20.1429, 32.9681, 58.5887, 70.7055
 -47.4827, -22.2381, 1117.52, 1118.78, 47.3601, 22.0681, -16.7608, 55.3915
 4.33314, -67.5665, 1490.88, 1492.43, -4.13582, 38.2957, 106.177, 113.073
 73.6864, 24.9453, 706.032, 710.504, -47.6591, -29.9101, -53.9192, 79.1003
 20.4912, -50.8206, -143.831, 154.804, -15.8836, 35.4635, -46.2632, 60.5472
 47.5917, -29.9043, -637.261, 639.823, -52.7149, 10.5843, -238.983, 245.136
 -17.2271, 63.3719, -874.743, 877.344, 26.9382, -54.5699, -291.215, 297.755
 -54.4023, -13.4539, 96.9412, 113.489, 47.8866, 15.2162, 171.912, 179.301
 -21.4341, 44.2195, -48.3571, 69.4214, 18.4518, -31.6159, -7.48931, 37.7307
 1.05276, -75.8859, 16.594, 79.5126, 2.11755, 38.6556, 38.6927, 55.7922
 38.5178, 40.0379, -141.168, 151.949, -24.954, -42.4553, -93.7381, 106.447
 13.7444, -52.7638, -228.834, 235.664, -4.21653, 29.9757, -61.3824, 68.5863
 -69.2789, -54.3209, 603.476, 610.265, 36.0772, 24.4228, 20.9036, 49.1894
 44.7326, -0.345365, 1.84276, 45.4248, -40.9578, 0.143602, -147.568, 153.412
 42.4932, -18.6051, 182.254, 188.457, -30.3235, -0.307364, -240.988, 243.054
 32.5126, 44.2276, -204.921, 212.708, -22.8892, -45.1939, 48.0206, 71.5417
 49.6452, 37.136, 342.134, 347.758, -47.9041, -12.9579, -52.3281, 73.077
 -38.9089, -18.1406, 87.2167, 97.9741, 33.1916, 6.0516, -47.7597, 58.959
 -20.5088, -50.2942, -521.248, 524.12, 10.1882, 36.8133, 16.6409, 43.125
 -63.9726, 14.093, -1471.13, 1472.67, 65.0131, -1.82889, -379.532, 385.203
 -54.066, -15.4977, 402.482, 406.525, 55.3709, -0.901153, -48.4699, 73.6001
 -20.3669, -82.3129, -628.241, 634.169, 17.5276, 62.4985, -1197.03, 1198.94
 26.196, -48.8799, 349.484, 354.128, -28.4006, 22.3286, -2.6949, 37.0089
 29.2602, 54.2058, 45.5875, 77.2365, -18.8481, -45.6954, 270.439, 275.229
 14.6847, 54.1022, 22.2872, 60.9503, -10.9684, -54.8834, 24.3961, 61.2528
 -56.6877, -75.6857, -171.514, 197.269, 58.2258, 42.392, 297.022, 306.308
 -43.8787, 53.2049, -115.508, 134.946, 37.9511, -29.1556, 58.6611, 76.1541
 -3.67827, -65.4227, -296.315, 303.601, 26.4475, 53.4232, -38.0615, 71.2038
 35.1785, -66.5964, -282.489, 292.753, -28.5655, 43.413, 21.5563, 57.7715
 -39.3309, -25.2402, -42.9807, 65.2729, 35.1859, 16.7663, -846, 846.948
 -73.5766, 6.38872, 70.3063, 102.656, 58.347, 19.2486, 21.7974, 66.8805
 -19.4078, 69.173, 376.939, 384.006, 14.385, -54.0941, 255.751, 262.102
 -22.9786, 27.9168, 20.035, 41.9584, 18.974, -12.8906, 199.481, 200.84
 53.4681, -32.9679, -30.5832, 71.5897, -50.9167, 35.3332, 66.1642, 91.1011
 -12.6565, -54.857, -169.113, 178.847, 4.71488, 55.2697, 88.8278, 104.883
 2.701, -59.321, 259.938, 266.792, 9.29861, 40.6988, -85.8118, 96.0261
 49.0454, 36.5192, -983.89, 985.818, -50.4534, -12.273, -224.56, 230.894
 -82.7688, -6.50659, -58.8486, 102.311, 50.4325, -2.45213, 7.5202, 51.2138
 17.0939, -60.4284, 236.169, 244.556, -20.8759, 46.4322, 245.842, 251.212
 -4.78161, 58.13, -460.648, 464.404, 16.7695, -30.3596, 93.6316, 100.103
 -50.473, 34.5892, -1511.59, 1512.86, 29.319, -50.8955, -130.018, 142.951
 1.04047, 62.5234, 1563.49, 1564.8, -3.91028, -59.4355, 134.357, 147.132
 51.7185, 121.307, -7.66983, 132.973, -20.9659, -80.9268, -121.418, 147.979
 -53.0361, 40.5343, -400.692, 406.342, 50.655, -36.5281, -87.6558, 107.936
 -41.4287, -37.6222, 311.863, 317.202, 14.7512, -21.6343, -9.8423, 28.8121
 174.376, -117.262, 4.11761, 214.368, -164.301, 96.0943, 4498.81, 4502.99
 -44.2784, 12.5883, -189.643, 195.822, 39.4219, 0.0815482, -1224.83, 1225.53
 -59.123, 30.8267, 99.5443, 121.252, 48.7017, -38.2085, -17.6749, 64.6367
 3.81393, 64.6235, 68.5919, 94.6616, 9.23447, -63.5721, -19.8473, 67.4645
 -20.4254, 42.0406, -186.411, 192.266, 28.3132, -31.9247, 42.3865, 60.4688
 45.871, 26.1676, 25.3054, 59.3891, -39.8742, -23.6647, -251.963, 256.455
 86.1118, -25.6274, -2804.74, 2806.22, -87.7531, 1.13101, -558.618, 565.563
 59.0454, 11.1752, -685.803, 688.536, -52.6445, -8.57355, -923.682, 925.31
 -45.5316, 30.8423, 1546.09, 1547.1, 42.7453, -23.7703, 682.869, 684.77
 21.042, -51.3055, -40.8325, 69.5702, -28.6576, 19.6219, 91.8462, 98.8447
 56.7016, 61.0993, 731.498, 736.402, -39.2399, -54.9119, 110.473, 130.106
 75.5939, 3.70948, -317.436, 326.879, -40.4931, -8.115, -43.6776, 60.5998
 -100.791, -7.79315, -307.245, 323.828, 71.4615, -21.6747, 80.2704, 109.914
 -8.00845, -60.9858, 73.0546, 96.2616, 2.6582, 29.3467, 4.04103, 30.2907
 -17.2964, -160.398, 16.2875, 163.303, 6.2549, 142.912, -204.456, 249.787
 -12.8543, 61.8365, 1628.23, 1629.52, 3.47019, -57.7558, 231.123, 238.644
 -38.9378, 52.4098, -204.936, 215.207, 27.8863, -46.0551, -79.5116, 96.5654
 91.3263, -19.2303, 32.1172, 99.9336, -61.2828, 21.1426, 32.6067, 73.0432
 -41.7974, -66.3831, -51.0107, 94.3331, 24.0504, 25.2645, -71.4623, 79.8365
 118.937, 11.3192, -25.3262, 125.444, -114.125, -26.4582, -651.598, 662.478
 -36.1454, 54.1534, -495.582, 500.098, 33.2109, -36.4022, -1900.66, 1901.31
 51.4652, -24.2172, 1027.77, 1029.38, -24.5134, -4.92936, 4.41937, 25.6967
 45.8538, 30.2487, 636.632, 639.207, -29.5086, 4.53787, -3.0676, 30.3939
 -8.66127, 78.8285, -64.386, 102.447, 4.5235, -35.156, 10.2905, 37.1267
 -51.5976, -17.7734, 206.69, 214.607, 48.0652, 6.79896, -33.4987, 59.8583
 25.8738, 48.4965, 244.046, 250.586, -23.6559, -38.5388, 489.006, 491.268
 4.52232, -58.2952, 7.41096, 59.1351, -13.2573, 44.3494, 100.069, 110.347
 -24.7754, 42.6019, 61.7793, 80.1033, 24.4411, -37.5736, -132.184, 140.117
 47.364, 5.15496, 45.3361, 66.4087, -36.7477, -28.1006, 10.2118, 49.4574
 -36.37, 38.6841, -354.889, 359.077, 37.9363, -30.5799, 7.36946, 49.7885
 71.3482, -43.3211, -586.278, 592.394, -56.8901, 32.5725, -626.329, 629.848
 26.5094, 95.3394, -185.499, 210.495, -34.7305, -89.8266, 373.632, 386.395
 42.2315, 65.0582, 188.915, 205.452, -27.2448, -47.2308, 91.357, 106.761
 -30.8728, -36.3233, 346.911, 350.342, 5.5112, 27.7945, 8.04462, 30.3611
 45.3619, -86.6444, -153.333, 183.365, -52.2858, 60.1519, -319.815, 330.01
 36.0228, -22.3085, -43.7727, 61.092, -32.4687, 2.8239, 40.2999, 52.4871
 3.97401, 67.1962, 130.453, 147.328, -39.7762, -33.8566, -142.466, 152.625
 -59.9458, 10.0925, -1128.85, 1130.53, 54.6727, -21.5681, -187.412, 196.587
 20.6161, -57.6904, 215.491, 224.923, -15.9714, 52.6256, -85.3725, 102.227
 -46.1457, 49.6097, 461.466, 466.557, 35.213, -50.5791, 766.119, 768.685
 -12.47, -57.414, 26.4185, 65.5651, 5.93391, 34.9498, 56.9132, 67.6568
 30.3039, -64.4696, -117.809, 138.335, -27.8272, 62.5039, -17.3657, 71.5434
 54.105, -26.0653, 123.836, 138.018, -36.9137, 43.1189, 77.1784, 96.819
 -46.1376, -30.6007, 122.786, 134.925, 51.2306, 14.7888, 480.044, 483.103
 20.7255, -75.7091, 269.158, 280.555, -22.0948, 52.2282, -916.841, 918.72
 -116.849, -36.9512, 94.3575, 156.17, 89.9178, 14.2421, 307.343, 320.678
 -50.1355, -9.63206, 640.701, 642.844, 45.8163, -1.50614, 52.5547, 69.9685
 37.2417, 71.7018, -2068.16, 2069.83, -25.9642, -43.1838, -357.83, 361.631
 -25.747, -38.3479, 58.7245, 75.1738, 19.3904, 33.5288, -63.8879, 74.9276
 -49.6116, -10.7049, -2103.6, 2104.23, 44.3281, -1.6774, -232.583, 236.824
 -50.3873, 5.69463, -729.922, 731.826, 35.8998, -28.4086, 9.13602, 47.8187
 -46.0319, -37.2752, -127.515, 141.469, 33.34, 28.6727, -173.258, 178.948
 44.6829, -11.5541, 7.17652, 47.0951, -44.147, 2.80967, 24.568, 50.9184
 36.4534, -41.8867, 726.54, 728.86, -29.7598, 35.9491, 40.4426, 62.1633
 -32.9519, 57.9763, 330.99, 337.815, 20.4144, -47.1077, 4.56202, 52.0212
 79.8127, 27.0676, -125.968, 152.167, -77.6661, -18.9222, -235.367, 248.853
 63.0842, -23.2114, -528.787, 533.301, -42.7697, 10.8606, -106.258, 115.203
 -61.3895, -60.8749, -88.0654, 124.736, 37.3114, 37.626, -57.3516, 79.4125
 43.5312, 41.0914, 82.1109, 102.938, -27.5792, -26.3598, -9.12184, 39.4769
 19.4127, -29.1877, 123.462, 128.735, -14.2317, 22.7543, -9.11088, 28.9964
 29.2326, -38.5262, 896.531, 897.872, -20.205, 22.4868, 221.193, 223.442
 44.7847, 42.6641, 1026.1, 1028.26, -40.1177, -32.829, 462.218, 465.307
